takes	30
favorite	30
ever	28
would	28
go	28
kid	26
only	26
such	26
them	26
or	26
wish	26
jim	25
away	25
by	25
has	25
today	25
about	25
could	25
child	24
year	24
memory	23
bring	23
long	23
sad	23
since	22
high	22
playing	22
sweet	21
got	21
over	21
70	21
been	21
early	20
well	20
did	20
lovely	20
girl	20
no	19
reeves	19
because	19
cry	19
nostalgic	19
parents	19
being	19
way	19
teenager	18
heart	18
record	18
60	18
get	18
more	18
know	18
oh	18
most	17
us	17
come	17
wow	17
2019	17
listened	16
lot	16
if	16
live	16
world	16
died	16
gone	16
mother	16
nostalgia	16
feel	16
do	15
dance	15
singer	15
father	15
too	15
boy	15
see	15
where	15
yesterday	15
sang	15
man	15
past	15
later	14
make	14
hearing	14
missed	14
made	14
country	14
during	14
growing	14
tears	14
brought	14
take	14
don	14
age	13
think	13
rip	13
while	13
last	13
10	13
eyes	13
lyrics	13
even	13
80	13
around	12
grew	12
people	12
your	12
fantastic	12
forever	12
name	12
70s	12
youth	12
dancing	12
80s	12
50	12
their	12
sister	12
before	11
words	11
tune	11
born	11
house	11
late	11
remind	11
going	11
want	11
big	11
other	11
classic	11
which	11
lost	11
went	11
here	11
brother	11
through	11
night	11
nice	11
older	11
1963	11
car	11
didn	10
also	10
into	10
god	10
home	10
amazing	10
awesome	10
60s	10
kind	10
real	10
use	10
14	10
changed	10
hit	10
friends	10
younger	10
teen	10
40	10
friend	10
bringing	10
knew	10
once	10
summer	10
find	9
down	9
few	9
its	9
sure	9
player	9
left	9
together	9
along	9
tv	9
until	9
yes	9
records	9
place	9
right	9
karen	9
17	8
feeling	8
june	8
wedding	8
grandparents	8
each	8
almost	8
said	8
rock	8
elvis	8
bought	8
20	8
danced	8
than	8
why	8
please	8
sharing	8
mind	8
another	8
better	8
12	8
grade	8
say	8
things	7
1966	7
both	7
girlfriend	7
remembering	7
oldies	7
everytime	7
singers	7
sadly	7
30	7
morning	7
sunday	7
era	7
brilliant	7
thought	7
everything	7
family	7
alive	7
16	7
tape	7
turn	7
called	7
found	7
living	7
damn	7
2018	7
someone	7
top	7
omg	7
gives	7
understand	7
15	7
felt	7
new	7
same	7
13	7
brenda	7
cassette	7
grow	6
sounds	6
reminded	6
18	6
album	6
john	6
party	6
sung	6
soon	6
bless	6
liked	6
enough	6
fell	6
posting	6
lady	6
wife	6
youtube	6
grandma	6
glad	6
thats	6
clearly	6
video	6
daughter	6
absolutely	6
lol	6
kids	6
met	6
part	6
stay	6
dances	6
though	6
something	6
doing	6
look	6
club	6
anymore	6
room	6
full	6
heaven	6
nothing	6
romantic	6
innocent	6
fast	6
actually	6
looking	6
1973	6
angel	5
town	5
everyday	5
able	5
married	5
senior	5
took	5
weeks	5
lane	5
grandfather	5
thinking	5
husband	5
started	5
mary	5
give	5
jimmy	5
watching	5
broke	5
head	5
should	5
11	5
soul	5
laura	5
thing	5
learned	5
forget	5
different	5
watch	5
hard	5
re	5
band	5
teenage	5
roy	5
lonely	5
whenever	5
boyfriend	5
uk	5
anyone	5
sleep	5
getting	5
must	5
hope	5
mid	5
remembered	5
simpler	5
billy	5
ve	5
girls	5
english	5
timeless	5
certainly	5
carpenters	5
forgotten	4
graduated	4
loving	4
comes	4
tunes	4
47	4
months	4
concert	4
1970	4
coming	4
everyone	4
children	4
sound	4
till	4
distant	4
teens	4
quite	4
nearly	4
knowing	4
lucky	4
smile	4
track	4
trip	4
show	4
guy	4
woman	4
golden	4
45	4
19	4
group	4
dear	4
unforgettable	4
true	4
couldn	4
released	4
ll	4
person	4
1988	4
pop	4
anything	4
end	4
help	4
holiday	4
lots	4
middle	4
daddy	4
myself	4
saturday	4
55	4
reminiscing	4
engelbert	4
bad	4
floor	4
already	4
marvelous	4
july	4
brothers	4
sisters	4
pilot	4
moments	4
50s	4
disco	4
parties	4
else	4
version	4
off	4
beach	4
two	4
crying	4
may	4
germany	4
emotions	4
lee	4
flies	4
goes	4
popular	4
others	4
money	4
ones	4
although	4
saw	4
1976	4
machine	4
90	4
1980	4
forgot	3
mr	3
appreciate	3
death	3
67	3
marry	3
might	3
lord	3
jukebox	3
england	3
fond	3
goosebumps	3
piece	3
small	3
plane	3
army	3
favourite	3
disc	3
australia	3
blue	3
asked	3
taken	3
drums	3
grandmother	3
hank	3
beautifully	3
written	3
yrs	3
gold	3
special	3
ladies	3
reconnected	3
turned	3
deep	3
sat	3
aunt	3
probably	3
stereo	3
hearts	3
cd	3
grandad	3
im	3
artist	3
1960	3
90s	3
lived	3
wonder	3
gonna	3
experienced	3
need	3
favorites	3
kept	3
named	3
perfect	3
pain	3
feelings	3
73	3
21	3
store	3
watched	3
let	3
believe	3
fun	3
greatest	3
done	3
happened	3
pure	3
gave	3
1950s	3
least	3
bar	3
next	3
57	3
reason	3
whatever	3
artists	3
august	3
roller	3
62	3
waltz	3
grandpa	3
student	3
teacher	3
hand	3
hold	3
junior	3
happiest	3
innocence	3
ex	3
sun	3
funny	3
1977	3
philippines	3
cause	3
relive	3
haven	3
suddenly	3
uploading	3
happier	3
evokes	3
twenty	3
drive	3
mobile	3
eye	3
rest	3
putting	3
mums	3
sounded	3
warm	3
ed	3
precious	3
baby	3
literally	3
lullaby	3
raised	3
steady	3
strong	3
period	3
crazy	3
mine	3
melody	3
lives	3
wise	3
station	3
word	3
state	3
sitting	3
generation	3
handsome	3
single	3
chinese	3
cant	3
phone	3
driving	3
riding	3
behind	3
introduced	3
close	3
rather	3
exactly	3
cried	3
elementary	3
finally	3
leaving	3
loud	3
fresh	3
date	3
stop	3
1987	3
scott	3
walker	3
skating	3
gentle	2
jesus	2
job	2
leave	2
simple	2
touches	2
71	2
driver	2
texas	2
rare	2
shop	2
places	2
seen	2
gentleman	2
lps	2
momma	2
59	2
crash	2
join	2
told	2
wore	2
drinks	2
captured	2
spent	2
caught	2
straight	2
western	2
law	2
2006	2
september	2
does	2
fix	2
gosh	2
jones	2
put	2
granddad	2
johnny	2
face	2
throw	2
31	2
1974	2
94	2
phoenix	2
weekend	2
north	2
sunset	2
attention	2
beatles	2
work	2
funeral	2
imagine	2
side	2
usa	2
kitchen	2
standing	2
motown	2
black	2
college	2
guys	2
steve	2
winwood	2
mama	2
longer	2
remains	2
listens	2
stuck	2
toddler	2
maybe	2
charts	2
memorable	2
ask	2
nan	2
men	2
usually	2
check	2
choice	2
guess	2
melancholy	2
worked	2
knows	2
moment	2
ran	2
talk	2
less	2
bedroom	2
looks	2
58	2
local	2
1965	2
25	2
53	2
gets	2
hello	2
included	2
list	2
romance	2
christmas	2
gram	2
orbison	2
haha	2
pictures	2
ya	2
cat	2
decades	2
impossible	2
style	2
drop	2
front	2
november	2
quality	2
superb	2
perfection	2
shot	2
1985	2
roll	2
1960s	2
weekends	2
1979	2
dec	2
europe	2
unknown	2
rocking	2
unbelievable	2
recall	2
definitely	2
lingers	2
seven	2
aunts	2
uncles	2
humperdinck	2
1968	2
primary	2
papa	2
saying	2
british	2
exact	2
2016	2
blast	2
far	2
2009	2
presley	2
reminding	2
loves	2
tried	2
flashback	2
granddaughter	2
closing	2
own	2
seventies	2
teary	2
catchy	2
magic	2
dream	2
mattered	2
realize	2
future	2
spend	2
especially	2
london	2
pleasure	2
birthday	2
incurable	2
dated	2
karaoke	2
aged	2
ruby	2
magical	2
76	2
fan	2
looked	2
nickname	2
brewer	2
teresa	2
page	2
whole	2
eckstine	2
bye	2
boone	2
green	2
hilarious	2
1962	2
ames	2
stumbled	2
voices	2
2015	2
brain	2
fifty	2
above	2
adore	2
beloved	2
experience	2
fifties	2
sixties	2
bitter	2
goodbye	2
stopped	2
million	2
try	2
enjoy	2
dickie	2
1954	2
broken	2
missing	2
holds	2
garbage	2
davis	2
crush	2
greetings	2
human	2
cancer	2
thankful	2
clock	2
film	2
63	2
graduation	2
second	2
meaning	2
across	2
snowy	2
waiting	2
winter	2
56	2
moved	2
shame	2
due	2
thirteen	2
windows	2
taught	2
history	2
humanity	2
women	2
speakers	2
buy	2
meet	2
minute	2
performed	2
benson	2
sears	2
worry	2
stationed	2
wanted	2
totally	2
backyard	2
stations	2
albums	2
incredible	2
tracks	2
jr	2
quickly	2
sometimes	2
box	2
rpm	2
28	2
air	2
brand	2
perform	2
strike	2
longing	2
beat	2
carpenter	2
swear	2
seems	2
carefree	2
change	2
recently	2
kindergarten	2
means	2
smiles	2
mp3	2
1970s	2
hahaha	2
painful	2
free	2
deceased	2
sixth	2
afternoon	2
seat	2
truly	2
fl	2
hey	2
line	2
seem	2
slow	2
40th	2
6th	2
fabulous	2
trips	2
strongly	2
relate	2
making	2
keep	2
against	2
among	2
cool	2
inside	2
struggling	2
serenity	2
faces	2
hollies	2
yardbirds	2
italy	2
george	2
glen	2
recorded	2
lasted	2
build	2
marriage	2
seemed	2
optimistic	2
wearing	2
ready	2
attached	2
rink	2
ah	2
feels	2
leo	2
mist	1
comforting	1
pretensions	1
smooth	1
fear	1
funerals	1
souls	1
changes	1
puts	1
aisle	1
apc	1
babies	1
dianne	1
foreboding	1
gunner	1
hawaii	1
inducted	1
knowledge	1
laid	1
rpg	1
usmc	1
walk	1
charity	1
colour	1
dvd	1
interviewed	1
length	1
norway	1
picked	1
contents	1
follow	1
muslim	1
praise	1
praises	1
type	1
universal	1
favourites	1
pub	1
fine	1
44yr	1
drift	1
number	1
comfort	1
candy	1
known	1
cannot	1
furniture	1
gramaphone	1
itself	1
replicated	1
rose	1
somehow	1
suited	1
tone	1
vacuum	1
valves	1
wood	1
hums	1
shattered	1
untimely	1
peter	1
served	1
40years	1
hrs	1
reliving	1
shares	1
correctly	1
jockey	1
news	1
wire	1
whilst	1
war	1
inverness	1
jims	1
genesis	1
punk	1
cafe	1
frequently	1
breakfast	1
dean	1
pancakes	1
sausage	1
williams	1
cash	1
arranged	1
labor	1
produced	1
cheer	1
grin	1
hanging	1
babe	1
husbands	1
joke	1
wen	1
az	1
fm	1
graffiti	1
jack	1
kool	1
wolfman	1
oahu	1
shore	1
42	1
choose	1
competing	1
1990	1
bawled	1
checking	1
gate	1
guardhouse	1
lump	1
sight	1
throat	1
regret	1
relationship	1
ruined	1
transparent	1
blessed	1
curled	1
fathers	1
lap	1
receive	1
shared	1
showing	1
welsh	1
youthful	1
baritone	1
swoon	1
adults	1
announcement	1
shock	1
shocked	1
boot	1
mono	1
francisco	1
san	1
depressing	1
banger	1
cars	1
lorry	1
meeting	1
race	1
racing	1
1993	1
como	1
italia	1
dont	1
leoni	1
obviously	1
dads	1
grandfathers	1
banned	1
bonnie	1
lies	1
ocean	1
personally	1
sadder	1
wander	1
bullshit	1
contact	1
courage	1
facebook	1
flowing	1
happily	1
joking	1
messages	1
plucked	1
separate	1
ways	1
blackstone	1
crossroads	1
shoulders	1
caretaker	1
embarrassing	1
tommy	1
completely	1
composure	1
peaceful	1
relatively	1
service	1
throughout	1
uplifting	1
utterly	1
chronic	1
constant	1
engaged	1
mining	1
prime	1
3rd	1
acknowledge	1
anita	1
anna	1
depending	1
gf	1
grocery	1
hadn	1
hooked	1
macias	1
mothers	1
oct	1
whether	1
king	1
etc	1
oldie	1
posters	1
surpass	1
tuning	1
videos	1
wall	1
booth	1
chemist	1
schoolboy	1
78	1
decca	1
miming	1
net	1
presidents	1
recording	1
reflection	1
trend	1
wasn	1
6pm	1
become	1
channels	1
hurry	1
kings	1
star	1
start	1
cousin	1
cute	1
dum	1
everywhere	1
yeh	1
visited	1
bro	1
stevens	1
tie	1
rubbish	1
loosing	1
developed	1
interview	1
nobody	1
tell	1
appreciation	1
pin	1
row	1
seats	1
unfortunatley	1
revisit	1
treasure	1
crossed	1
grows	1
impeccable	1
technically	1
grannys	1
nc	1
raleigh	1
45s	1
bursting	1
grandmom	1
honey	1
walls	1
86	1
soulful	1
apply	1
navy	1
hall	1
grand	1
ole	1
opry	1
entertainment	1
forward	1
lip	1
girlfriends	1
barbados	1
barmaid	1
coffee	1
label	1
paper	1
pickwick	1
postings	1
singin	1
wrote	1
locklin	1
chair	1
clack	1
clipy	1
yokel	1
fed	1
figure	1
force	1
hood	1
admit	1
water	1
calling	1
hate	1
hillbilly	1
white	1
delivered	1
heads	1
message	1
minutes	1
ring	1
thumbs	1
bed	1
sick	1
lt	1
stories	1
30th	1
skate	1
happiness	1
togethers	1
40yrs	1
ol	1
radiogram	1
strange	1
wherever	1
charge	1
church	1
receptions	1
twirling	1
gramophone	1
griffiths	1
instructions	1
mrs	1
shouting	1
taking	1
hands	1
hug	1
lend	1
prom	1
remained	1
tight	1
sentimental	1
theme	1
yahooo	1
bus	1
fairground	1
largs	1
pal	1
waltzers	1
below	1
legion	1
tranent	1
60th	1
anniversary	1
diamond	1
mant	1
tastefully	1
april	1
feb	1
jensen	1
blasting	1
frank	1
gospel	1
passion	1
sinatra	1
tom	1
phenomenal	1
anytime	1
careful	1
hang	1
rewind	1
bottom	1
creator	1
remove	1
pops	1
self	1
stirs	1
partner	1
sin	1
1975	1
buried	1
power	1
surface	1
transport	1
ok	1
secure	1
replaced	1
vivid	1
nowadays	1
comparison	1
fore	1
modern	1
musical	1
offerings	1
pale	1
themselves	1
wishing	1
afterwards	1
attendance	1
attractive	1
dairy	1
drivers	1
enjoyed	1
equipment	1
fork	1
lift	1
pack	1
set	1
sloop	1
truck	1
various	1
west	1
emotional	1
southam	1
buying	1
49	1
grace	1
anthony	1
clich	1
concerned	1
walsh	1
any	1
issue	1
platform	1
undergraduate	1
vividly	1
cheated	1
naver	1
thornwell	1
wait	1
20s	1
captivating	1
hi	1
holgmany	1
1997	1
belfast	1
drinking	1
murray	1
smoking	1
sydney	1
victim	1
heartthrob	1
awake	1
barrack	1
bond	1
fellows	1
nights	1
ted	1
tooting	1
60yrs	1
masters	1
aussie	1
keen	1
mad	1
8th	1
basco	1
beginning	1
fellow	1
ginnie	1
ginny	1
havu	1
maddox	1
skip	1
skipper	1
spelt	1
students	1
virginia	1
walter	1
cleaning	1
patti	1
72	1
reach	1
75	1
todays	1
kinda	1
partial	1
darling	1
jillian	1
log	1
week	1
wide	1
cardiff	1
sixty	1
wales	1
gem	1
share	1
bet	1
eckstein	1
island	1
lido	1
tour	1
impersonate	1
kyrill	1
morgan	1
trinant	1
danial	1
door	1
oddly	1
character	1
connect	1
daniel	1
mingo	1
niece	1
series	1
1989	1
carson	1
manhood	1
generations	1
61	1
clever	1
chorus	1
step	1
embedded	1
filtered	1
flooding	1
grandsons	1
nine	1
parts	1
subconscious	1
three	1
26	1
kisses	1
thousand	1
reminder	1
sincere	1
computer	1
sit	1
covey	1
emotion	1
female	1
entirety	1
story	1
fortunately	1
23	1
nicknamed	1
nonetheless	1
tyke	1
upbeat	1
hurts	1
terribly	1
dry	1
mangle	1
washing	1
badly	1
appeared	1
wanting	1
shows	1
valentine	1
asset	1
consider	1
corn	1
crooner	1
earned	1
entertainer	1
microphones	1
near	1
silk	1
writers	1
writing	1
6rtr	1
munster	1
ernie	1
ford	1
post	1
afn	1
hdqrs	1
luxembourg	1
seventh	1
stuttgart	1
write	1
copy	1
pleased	1
clasmate	1
danilo	1
boat	1
numerous	1
meaningful	1
performing	1
pretty	1
classical	1
hauntingly	1
sends	1
booming	1
foley	1
gal	1
introduction	1
red	1
backwards	1
currently	1
enriched	1
exchange	1
fact	1
forwards	1
issues	1
matter	1
previous	1
terrific	1
explosion	1
happening	1
exposed	1
skeeter	1
chart	1
everlasting	1
ireland	1
skeerter	1
ends	1
meant	1
reasons	1
suppose	1
apart	1
drifted	1
gail	1
stars	1
asking	1
seirus	1
dreams	1
mesmerizes	1
nostalgias	1
spell	1
fav	1
accident	1
avery	1
basketball	1
champs	1
devistating	1
kennedy	1
president	1
shoot	1
absorbed	1
understood	1
cement	1
hardened	1
wet	1
barber	1
cents	1
haircut	1
lunch	1
paid	1
plus	1
tip	1
dedicated	1
tara	1
2014	1
elder	1
angst	1
challenges	1
1992	1
witch	1
cruise	1
moms	1
maggie	1
shortly	1
th	1
34	1
bodies	1
bouncers	1
drugs	1
mutilate	1
ourselves	1
park	1
piercings	1
police	1
refreshing	1
respected	1
tattoos	1
tenderness	1
anybody	1
ooh	1
stole	1
boarding	1
grandchildren	1
hoping	1
nor	1
visit	1
dumped	1
loss	1
ageless	1
connie	1
francis	1
gorgeous	1
movies	1
pity	1
worse	1
youngster	1
medicine	1
forgive	1
instantly	1
ate	1
sironaca	1
cared	1
mean	1
korea	1
memorize	1
alabama	1
allowance	1
case	1
cent	1
earnings	1
earplug	1
fair	1
greater	1
gulf	1
japanese	1
performance	1
stayed	1
transistor	1
dates	1
doze	1
snow	1
south	1
upper	1
contest	1
dancers	1
stays	1
robbie	1
backlash	1
peers	1
social	1
flood	1
usaf	1
commercial	1
rides	1
cupcakes	1
hot	1
mellowed	1
soundtrack	1
summers	1
however	1
deeply	1
outside	1
patio	1
softly	1
round	1
knock	1
woke	1
livingroom	1
stand	1
9th	1
wannamaker	1
camping	1
deck	1
fishing	1
glimpses	1
passes	1
remote	1
twin	1
conversation	1
drink	1
intro	1
ibm	1
marvellous	1
miracles	1
chester	1
pa	1
homesick	1
comparing	1
idea	1
merry	1
perhaps	1
penny	1
save	1
son	1
sunny	1
belts	1
funfair	1
minehead	1
spinning	1
thrown	1
waltzer	1
train	1
angels	1
crowd	1
eagle	1
entire	1
fighter	1
flight	1
flying	1
jet	1
large	1
routine	1
bbc	1
chicago	1
appear	1
mabuhay	1
northern	1
extreme	1
identical	1
joy	1
talked	1
touch	1
material	1
freedom	1
mcdonald	1
remain	1
funner	1
tech	1
jeez	1
07	1
cassettes	1
collection	1
keeps	1
license	1
22nd	1
29	1
owed	1
pay	1
29th	1
48am	1
dubai	1
stronger	1
comment	1
common	1
ha	1
internet	1
isn	1
la	1
nonstop	1
sha	1
shines	1
woah	1
arrangement	1
drum	1
27	1
97	1
flash	1
floods	1
apologies	1
blow	1
grammartical	1
habit	1
mistakes	1
relaxed	1
secondary	1
send	1
steam	1
backseat	1
africa	1
east	1
kenya	1
contemporaries	1
course	1
hs	1
1st	1
68	1
compare	1
51	1
tons	1
beside	1
64	1
musics	1
traveling	1
comeback	1
noise	1
healthy	1
realized	1
return	1
sell	1
ticket	1
nearer	1
afford	1
break	1
broadcasted	1
carmen	1
castes	1
china	1
conservative	1
faction	1
firm	1
image	1
iron	1
poor	1
rules	1
streets	1
36	1
weird	1
46	1
canadian	1
carole	1
dating	1
flautist	1
french	1
responsibilities	1
transports	1
sentimentality	1
begin	1
romanticism	1
vision	1
repeat	1
arrangements	1
cathy	1
karens	1
masterpiece	1
neighbor	1
none	1
princess	1
singles	1
die	1
decency	1
australian	1
cargo	1
coast	1
communication	1
composition	1
destination	1
headed	1
melbourne	1
mesmerized	1
purchased	1
reaching	1
receiver	1
sailing	1
ship	1
vibes	1
5th	1
melted	1
1956	1
century	1
desoto	1
grabbed	1
half	1
honestly	1
rich	1
yours	1
familiar	1
rhythm	1
ft	1
vacation	1
walton	1
cousins	1
didnt	1
fill	1
nuts	1
spin	1
reversed	1
vietnamese	1
believed	1
cover	1
types	1
bkk	1
express	1
class	1
glasgow	1
hansen	1
montana	1
natural	1
talent	1
beneath	1
earpiece	1
guam	1
landing	1
landscape	1
unfolded	1
seaside	1
laugh	1
earlier	1
longed	1
japan	1
shalalala	1
plays	1
competition	1
finding	1
memorized	1
flashing	1
countries	1
doesn	1
fight	1
races	1
ugly	1
weeping	1
gradually	1
affordable	1
cheap	1
current	1
display	1
easter	1
egg	1
feature	1
gather	1
higher	1
lacks	1
managed	1
sorts	1
usb	1
expect	1
listener	1
recalling	1
silence	1
eighteen	1
eleven	1
resonate	1
studies	1
ten	1
stell	1
ballroom	1
capital	1
dj	1
edwards	1
friday	1
greg	1
lyceum	1
radios	1
3pm	1
busting	1
flick	1
handball	1
neighborhood	1
shaw	1
tail	1
birmingham	1
blades	1
silver	1
sundays	1
barman	1
feed	1
darlington	1
shirley	1
climb	1
moves	1
press	1
respects	1
stuff	1
captial	1
harmonys	1
exciting	1
genuine	1
harmonies	1
rousing	1
soaring	1
tired	1
bobby	1
drumming	1
elliott	1
immediately	1
struck	1
carl	1
45rpm	1
invasion	1
slipped	1
anti	1
beginnings	1
burn	1
doob	1
establishment	1
guard	1
revolt	1
soldiers	1
sort	1
wanna	1
witnessing	1
yarbirds	1
ahead	1
cats	1
deserved	1
given	1
musically	1
priceless	1
props	1
rightly	1
agree	1
books	1
freaking	1
intrigued	1
library	1
millions	1
peace	1
read	1
compassionate	1
confessing	1
filled	1
flashbacks	1
lovers	1
southern	1
street	1
awesomeness	1
brilliantly	1
horrible	1
recorder	1
sexuality	1
violence	1
learning	1
messed	1
nerve	1
working	1
32	1
kill	1
wreak	1
boys	1
call	1
jobs	1
path	1
value	1
worth	1
classics	1
aren	1
form	1
wonderfull	1
beauty	1
puppy	1
swore	1
running	1
restaurant	1
stomach	1
bits	1
chick	1
hats	1
doe	1
eyed	1
succeed	1
sweetheart	1
mix	1
legendary	1
lake	1
reservation	1
roads	1
sunrise	1
escape	1
fire	1
luton	1
ritz	1
colors	1
hendricks	1
hippy	1
jees	1
jimmie	1
screamed	1
shouted	1
faithfully	1
option	1
unfortunately	1
calypso	1
passionate	1
theicewitch54	1
1996	1
denisex	1
hemel	1
hempstead	1
pav	1
pavillion	1
volume	1
wishes	1
bliss	1
sheer	1
hair	1
kicked	1
bands	1
endless	1
energies	1
etched	1
experiences	1
gary	1
matters	1
heartache	1
sign	1
melodrama	1
sept	1
mysterious	1
rise	1
wendy	1
cam	1
hits	1
vocals	1
66	1
beggar	1
blind	1
cornell	1
forehead	1
juke	1
killing	1
kray	1
march	1
outright	1
ronnie	1
whitechapel	1
crap	1
grandchild	1
non	1
audio	1
rap	1
jam	1
jumping	1
1980s	1
lil	1
wayne	1
2000s	1
fiance	1
beats	1
gardens	1
rolling	1
def	1
dope	1
hell	1
shit	1
tear	1
88	1
89	1
everybody	1
groups	1
tyndal	1
anyway	1
chance	1
hating	1
jams	1
rapping	1
bath	1
bathing	1
became	1
pass	1
sent	1
blink	1
doggo	1
existed	1
ish	1
serenading	1
airport	1
moving	1
often	1
sings	1
joyful	1
broadcasting	1
corp	1
excellent	1
srilanka	1
apropos	1
goodness	1
january	1
inhaling	1
maine	1
portland	1
skated	1
sweethearts	1
wheels	1
humming	1
open	1
82	1
danube	1
falling	1
kiss	1
shores	1
tied	1
walks	1
1981	1
care	1
shelter	1
tasmania	1
tassie	1
chevy	1
flatbed	1
stood	1
warms	1
sayer	1
drove	1
indiana	1
1998	1
discos	1
madrid	1
pubs	1
moons	1
alright	1
mate	1
touched	1
drives	1
turns	1
amount	1
cherished	1
enormous	1
field	1
aware	1
commented	1
emulate	1
gifted	1
imagination	1
presence	1
presentation	1
divorce	1
ended	1
rolled	1
turning	1
